id,permit_permit_id,contractnumber,boroughid,permitcategory,currentstatus,duration_start_date,duration_end_date,reason_category,occupancy_name,submittercategory,organizationname,duration_days_mon_active,duration_days_mon_all_day_round,duration_days_tue_active,duration_days_tue_all_day_round,duration_days_wed_active,duration_days_wed_all_day_round,duration_days_thu_active,duration_days_thu_all_day_round,duration_days_fri_active,duration_days_fri_all_day_round,duration_days_sat_active,duration_days_sat_all_day_round,duration_days_sun_active,duration_days_sun_all_day_round,duration_days_sat_start_time,duration_days_sat_end_time,duration_days_mon_start_time,duration_days_mon_end_time,duration_days_tue_start_time,duration_days_tue_end_time,duration_days_wed_start_time,duration_days_wed_end_time,duration_days_thu_start_time,duration_days_thu_end_time,duration_days_fri_start_time,duration_days_fri_end_time,duration_days_sun_start_time,duration_days_sun_end_time,load_date,longitude,latitude
"654277b8021cab001920d32e","OCC-2311NX01306852",,"Ville-Marie","Travaux","Permis émis","2022-04-23T20:00:00Z","2027-07-31T19:59:59Z","Construction/rénovation sans excavation","Ruelle","Organisation publique ou son sous-traitant","Réfection Ville Marie SEP","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-10-29T19:06:02Z",-73.55828628138067,45.507781965135976
"6542781b33c2e4001965cfa8","OCC-2311CN01296163",,"Ville-Marie","Travaux","Permis émis","2022-04-23T20:00:00Z","2027-07-31T19:59:59Z","Construction/rénovation sans excavation","Ruelle","Organisation publique ou son sous-traitant","Réfection Ville Marie SEP","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-10-29T19:06:02Z",-73.55895598269238,45.50703373998367
"6722842681073d0019ed46ca","OCC-2410IP26341911","1234","Verdun","Travaux","Permis émis","2024-10-30T20:00:00Z","2027-10-30T19:59:59Z","Autre","Parc Duquette","Entrepreneur sous contrat avec la Ville de Montréal","PME MTL Grand Sud-Ouest","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-11-02T00:01:24Z",-73.57532216878346,45.465649419534
"6740a6236669d60012e1746b","OCC-2411YW18727818",,"Verdun","Travaux","Permis émis","2024-11-24T19:00:00Z","2027-11-12T18:59:59Z","Construction/rénovation sans excavation","Gordon entre Wellington et Verdun","Organisation publique ou son sous-traitant","MGB Associés Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-11-24T00:01:25Z",-73.56810097062612,45.46104407577799
"69f8bda24b167600129ca8e8","OCC-2605XU03163117",,"Ville-Marie","Travaux","Permis émis","2025-11-27T19:00:00Z","2028-01-11T18:59:59Z","Autre","Atateken entre Amherst et Amherst","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-05-06T00:01:55Z",-73.55900091588008,45.51829632021025
"6983a223f9ce480012a96bab","OCC-2602RM03994455","202321","Ville-Marie","Travaux","Permis émis","2026-02-04T19:00:00Z","2026-10-02T19:59:59Z","Égouts et aqueducs - Réhabilitation","Dubuc entre Bordeaux et De Lorimier","Entrepreneur sous contrat avec la Ville de Montréal","Les Excavations Lafontaine inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-02-07T00:01:44Z",-73.55863813349296,45.52817518364781
"6984c49cf9ce480012a97b9e","OCC-2602TK04066355",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2026-02-10T19:00:00Z","2026-12-18T18:59:59Z","Construction/rénovation sans excavation","Mountain Sights entre Édouard-Montpetit et Dupuis",,,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-02-07T00:01:44Z",-73.6345306729002,45.48779142447865
"6813e70876af7100126ee0ce","OCC-2505FC01366077",,"Saint-Léonard","Travaux","Permis émis","2025-05-03T20:00:00Z","2028-01-01T18:59:59Z","Autre","Langelier entre Langelier et Jean-Talon","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-05-24T00:01:30Z",-73.57286958107638,45.5915577009685
"682f8aac75a0c200124de9ed","OCC-2505HL19479779",,"Saint-Léonard","Travaux","Permis émis","2025-05-22T20:00:00Z","2028-01-01T18:59:59Z","Autre","Ruelle","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-05-25T00:01:26Z",-73.58817203345039,45.57092434711771
"6a95a4c98d981b0012f71d09","OCC-2608JB26496088","2026020","Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2026-08-23T20:00:00Z","2026-09-29T19:59:59Z","Autre","Souligny entre Saint-Émile et Lapointe","Entrepreneur sous contrat avec la Ville de Montréal","Demix construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.52027763366759,45.59612180227518
"6985011cf9ce480012a984a3","OCC-2602VJ04202521",,"Saint-Léonard","Travaux","Permis émis","2025-09-14T20:00:00Z","2027-12-31T18:59:59Z","Autre","Villanelle entre Jean-Talon et Élysée","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-02-11T00:01:43Z",-73.57732282459385,45.58897336204824
"69f8d917c902f20012c87ef3","OCC-2605NK03889750",,"Ville-Marie","Travaux","Permis émis","2026-05-10T20:00:00Z","2026-11-18T18:59:59Z","Construction/rénovation sans excavation","Commune entre Marguerite-D'Youville et McGill","Entreprise","St-Denis Thompson","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-05-07T00:02:02Z",-73.55344110861,45.50002634790779
"69a9d25d0713dc0012d6cf1d","OCC-2603AR10801052","25801","Rosemont-La Petite-Patrie","Travaux","Permis émis","2026-03-15T20:00:00Z","2026-12-18T18:59:59Z","Réseaux routier - Réfection et travaux corrélatifs","Papineau entre Carrières et Papineau","Entrepreneur sous contrat avec la Ville de Montréal","Loiselle inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-03-15T00:01:46Z",-73.58897889684171,45.53941841487146
"67925ee7f09480001215be26","OCC-2501MY19708144",,"Saint-Léonard","Travaux","Permis émis","2025-01-22T19:00:00Z","2028-01-01T18:59:59Z","Autre","Jean-Talon entre Cannes et Viau","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-01-25T00:01:20Z",-73.58463708428873,45.5745879208736
"67926062f09480001215be6c","OCC-2501RY19711798",,"Saint-Léonard","Travaux","Permis émis","2025-01-22T19:00:00Z","2028-01-01T18:59:59Z","Autre","Viau entre Jean-Talon et Cannes","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-01-25T00:01:20Z",-73.58553873867822,45.57502019170799
"679262190c9a780012c8f9d1","OCC-2501DE19706655",,"Saint-Léonard","Travaux","Permis émis","2025-01-22T19:00:00Z","2028-01-01T18:59:59Z","Autre","Baunard entre Paisley et Cannes","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-01-25T00:01:20Z",-73.58317315883461,45.57379360954224
"6835ffe975a0c200124e76bd","OCC-2505WE23752184",,"Saint-Léonard","Travaux","Permis émis","2025-05-27T20:00:00Z","2028-01-01T18:59:59Z","Autre","Jean-Talon entre Buies et Cannes","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-05-30T00:01:33Z",-73.58529152818875,45.57365006442171
"679903d7c970a80019864b7a","OCC-2501MF24023540",,"Saint-Léonard","Travaux","Permis émis","2025-01-31T19:00:00Z","2028-01-01T18:59:59Z","Autre","Lacordaire entre Bourdaloue et Mans","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-01-30T00:01:34Z",-73.5807834646552,45.58317617387568
"6799059cc970a80019864c18","OCC-2501PI24028097",,"Saint-Léonard","Travaux","Permis émis","2025-01-31T19:00:00Z","2028-01-01T18:59:59Z","Autre","Lacordaire entre Mans et Meudon","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-01-30T00:01:34Z",-73.58318392293863,45.58239824632282
"6a75fcb58d88dc00127b2485","OCC-2608RA26633018",,"Ville-Marie","Travaux","Permis émis","2026-08-31T20:00:00Z","2026-09-11T19:59:59Z","Réseaux routier - Réfection et travaux corrélatifs","Saint-Laurent entre Sainte-Catherine et De Maisonneuve","CSEM (Commission des services électriques de Montréal) ou son sous-traitant
","CMS Entrepreneurs Généraux Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.56519610043848,45.510389968290006
"67990144bc88c2001954a4dc","OCC-2501SJ23996745",,"Saint-Léonard","Travaux","Permis émis","2025-01-31T19:00:00Z","2028-01-01T18:59:59Z","Autre","Jean-Talon entre Lacordaire et Mainville","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-01-30T00:01:34Z",-73.58077584795352,45.58358405392799
"698cb6d3f9ce480012a9e0cb","OCC-2602EW09266494","3001701874","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2025-05-27T20:00:00Z","2026-09-30T19:59:59Z","Construction/rénovation sans excavation","Côte-Saint-Antoine entre Décarie et Prud'homme","Entrepreneur sous contrat avec la Ville de Montréal","Norgereq Ltée","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-02-13T00:01:58Z",-73.61356282772388,45.4760523674884
"6a846aed8d88dc00127c3f3c","OCC-2608HY26425173","2520947","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2026-08-30T20:00:00Z","2026-09-25T19:59:59Z","Forage/excavation exploratoire","Jean-Louis-Lévesque entre Jockeys et Jean-Talon","Entrepreneur sous contrat avec la Ville de Montréal","GROUPE ABS","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2026-09-02T00:02:08Z",-73.65476088175187,45.49327215604885
"6a84ed6c8d981b0012f5b703","OCC-2608DC23289115",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2026-08-31T20:00:00Z","2026-09-18T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Sherbrooke entre De Lorimier et Érables","Ville de Montréal",,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:30","15:30","09:30","15:30","09:30","15:30","09:30","15:30","09:30","15:30",,,"2026-09-02T00:02:08Z",-73.56299540764938,45.53108790721624
"6a907a1d8d981b0012f6d31d","OCC-2608RC26581176","20594","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2026-08-16T20:00:00Z","2026-11-16T18:59:59Z","Autre","Bruchési entre Champdoré et Charland","Entrepreneur sous contrat avec la Ville de Montréal","FER-PAL CONSTRUCTION LTD.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.63784892647742,45.57058299281103
"6a91b8838d981b0012f6f687","OCC-2608NI26354581","542607","Le Plateau-Mont-Royal","Travaux","Permis émis","2026-08-27T20:00:00Z","2026-11-20T18:59:59Z","Autre","Rivard entre Marie-Anne et Marie-Anne","Entrepreneur sous contrat avec la Ville de Montréal","Les entreprises Roseneige","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.5803182510715,45.52352859396918
"6a91c0198d88dc00127da405","OCC-2608UO26591970",,"St-Laurent","Travaux","Permis émis","2026-08-31T20:00:00Z","2026-09-14T19:59:59Z","Construction/rénovation avec excavation","Côte-de-Liesse entre Dalton et Migneron","Entreprise","Construction N.R.C. Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.68831227884424,45.48789346896901
"6a91c2de8d88dc00127da5b9","OCC-2608DH26336020","515101","Verdun","Travaux","Permis émis","2026-08-03T20:00:00Z","2026-09-19T19:59:59Z","Construction/rénovation avec excavation","Gertrude entre Régina et Église","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.56951658413715,45.46501959016033
"6a91c6c28d88dc00127da6e5","OCC-2608OH26329538","1783240","Le Plateau-Mont-Royal","Travaux","Permis émis","2026-08-30T20:00:00Z","2026-09-11T19:59:59Z","Construction/rénovation avec excavation","Saint-André entre De Bienville et Gilford","Entrepreneur sous contrat avec la Ville de Montréal","Urbex Construction INC","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.58440920823396,45.52816899192676
"6a91c8368d981b0012f6fb1f","OCC-2608AS26327568","1783240","Le Plateau-Mont-Royal","Travaux","Permis émis","2026-08-30T20:00:00Z","2026-09-11T19:59:59Z","Construction/rénovation avec excavation","Mentana entre Gilford et Gilford","Entrepreneur sous contrat avec la Ville de Montréal","Urbex Construction INC","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.58400856103309,45.52874896820886
"6a9585538d981b0012f7147e","OCC-2608JI26500800","2675","Outremont","Travaux","Permis émis","2026-07-12T20:00:00Z","2026-09-18T19:59:59Z","Construction/rénovation avec excavation","Querbes entre Saint-Viateur et Bernard","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises PNP Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.6066408480737,45.521415627402405
"6a9586178d981b0012f714d1","OCC-2608FP26500232","2675","Outremont","Travaux","Permis émis","2026-07-12T20:00:00Z","2026-09-18T19:59:59Z","Construction/rénovation avec excavation","Bernard entre Épée et Bloomfield","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises PNP Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.60727819006094,45.52103123372729
"6a9587bf8d981b0012f7159e","OCC-2608GI26464471",,"Ville-Marie","Travaux","Permis émis","2026-08-31T20:00:00Z","2026-09-30T19:59:59Z","Construction/rénovation sans excavation","Saint-Laurent entre Marché et Sainte-Catherine","Entreprise","constructions darmax inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.56320780443157,45.50966425945565
"6a9589ff8d88dc00127dc7db","OCC-2608ZH26491145","26005","Ville-Marie","Travaux","Permis émis","2026-09-01T20:00:00Z","2026-09-14T19:59:59Z","Trottoirs - Construction","Saint-André entre De Maisonneuve et Mercure","Entrepreneur sous contrat avec la Ville de Montréal","COJALAC INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.5600596289781,45.51733702723989
"6a9591af8d981b0012f71783","OCC-2608CD26448617",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2026-08-02T20:00:00Z","2026-10-02T19:59:59Z","Construction/rénovation avec excavation","Courtrai entre Lemieux et Westbury",,,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00",,,"2026-09-02T00:02:08Z",-73.64766112243986,45.49521409770651
"6a9594058d88dc00127dcacb","OCC-2608IF26456239",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2026-08-02T20:00:00Z","2026-10-02T19:59:59Z","Construction/rénovation avec excavation","Courtrai entre Lemieux et Westbury",,,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00",,,"2026-09-02T00:02:08Z",-73.64715119505743,45.49580572732814
"6a9596368d981b0012f718d9","OCC-2608TI26467095",,"Le Sud-Ouest","Travaux","Permis émis","2026-09-07T20:00:00Z","2026-09-15T19:59:59Z","S-2 Infrastructure souterraine mineure ou équipement hors-sol - Réseaux de gaz ","Charon entre Favard et Wellington","RTU (Réseau technique urbain) ou son sous-traitant
","Énergir","t","f","t","f","t","f","t","f","t","f","t","f","f","f","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2026-09-02T00:02:08Z",-73.5579223201744,45.47923335525956
"6a9596678d88dc00127dcb84","OCC-2608VD26459857",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2026-08-02T20:00:00Z","2026-10-02T19:59:59Z","Construction/rénovation avec excavation","Courtrai entre Lemieux et Westbury",,,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00",,,"2026-09-02T00:02:08Z",-73.64688271563003,45.49610204296432
"67aa2bba5408a50019f09128","OCC-2502JK09241647",,"Saint-Léonard","Travaux","Permis émis","2025-02-14T19:00:00Z","2028-01-01T18:59:59Z","Autre","Jean-Talon entre Buies et Cannes","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-02-13T00:01:14Z",-73.58525077645233,45.57391480772604
"67aa2e0e5408a50019f091e8","OCC-2502YE09408703",,"Saint-Léonard","Travaux","Permis émis","2025-02-14T19:00:00Z","2028-01-01T18:59:59Z","Autre","Jean-Talon entre Buies et Cannes","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-02-13T00:01:14Z",-73.58512640923853,45.57385413389958
"67aa34a55408a50019f092ba","OCC-2502YS09403310",,"Saint-Léonard","Travaux","Permis émis","2025-02-14T19:00:00Z","2028-01-01T18:59:59Z","Autre","Cannes entre Jean-Talon et Viau","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-02-13T00:01:14Z",-73.58534043224999,45.57412039085925
"6a95999f8d981b0012f71a69","OCC-2608SO26494905",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2026-08-31T20:00:00Z","2026-09-30T19:59:59Z","Construction/rénovation sans excavation","Saint-Hubert entre Marie-Anne et Mont-Royal","Entreprise","MAÇONNERIE L.M.R. INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.58123510223552,45.52552491704276
"67aa3926c3a7420019dca2fd","OCC-2502CK09358150",,"Saint-Léonard","Travaux","Permis émis","2025-02-14T19:00:00Z","2028-01-01T18:59:59Z","Autre","Cannes entre Jean-Talon et Viau","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-02-13T00:01:14Z",-73.58529460039391,45.57420010135102
"67aa3ef05408a50019f0945a","OCC-2502FA09299032",,"Saint-Léonard","Travaux","Permis émis","2025-02-14T19:00:00Z","2028-01-01T18:59:59Z","Autre","Cannes entre Baunard et Jean-Talon","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-02-13T00:01:14Z",-73.58464325374113,45.57393342456388
"67aa441d5408a50019f0954e","OCC-2502KS09333172",,"Saint-Léonard","Travaux","Permis émis","2025-02-14T19:00:00Z","2028-01-01T18:59:59Z","Autre","Viau entre Paisley et Jean-Talon","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-02-13T00:01:14Z",-73.58421860141873,45.574749745249584
"6a95bf208d981b0012f72484","OCC-2608YB26565205",,"Ville-Marie","Travaux","Permis émis","2026-07-16T20:00:00Z","2026-10-02T19:59:59Z","Construction/rénovation sans excavation","Capitale entre Saint-Sulpice et Royale","Entreprise","Pomerleau","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.5541540760502,45.503832238727455
"6a91d46a8d88dc00127daaf0","OCC-2609WV00641521","516107","St-Laurent","Travaux","Permis émis","2026-09-03T20:00:00Z","2026-10-02T19:59:59Z","Autre","Henri-Bourassa entre Alfred-Nobel et Hymus","Entrepreneur sous contrat avec la Ville de Montréal","Construction N.R.C. Inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00",,,"2026-09-03T00:02:08Z",-73.76339892661966,45.48814349446808
"6a95c1b38d88dc00127dd89b","OCC-2608RZ26592469","327401","St-Laurent","Travaux","Permis émis","2026-08-30T20:00:00Z","2026-09-25T19:59:59Z","Construction/rénovation avec excavation","Thimens entre Henri-Bourassa et Guénette","Entrepreneur sous contrat avec la Ville de Montréal","Pronex Excavation","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.7426284221609,45.50596143326207
"6a95c2308d981b0012f72596","OCC-2608XS26630314",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2026-08-31T20:00:00Z","2026-09-11T19:59:59Z","Construction/rénovation sans excavation","Vendôme entre Sherbrooke et Côte-Saint-Antoine","Entreprise","SMR Experts Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.60737306833697,45.47598264652059
"6a95c4bd8d981b0012f72694","OCC-2608CW26584399",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2026-09-07T20:00:00Z","2026-09-15T19:59:59Z","S-2 Infrastructure souterraine mineure ou équipement hors-sol - Réseaux de gaz ","8e entre Laurier et Masson","RTU (Réseau technique urbain) ou son sous-traitant
","Énergir","t","f","t","f","t","f","t","f","t","f","t","f","f","f","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2026-09-02T00:02:08Z",-73.57179380297376,45.548466309102345
"69b9277e2f414e0012e9c46e","OCC-2603CT14245332","514701","Verdun","Travaux","Permis émis","2026-03-16T20:00:00Z","2026-11-02T18:59:59Z","Construction/rénovation avec excavation","Parc Monseigneur-J.-A.-Richard","Entrepreneur sous contrat avec la Ville de Montréal","Demix construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-03-19T00:01:58Z",-73.56295655198909,45.45864631363988
"6a95cb968d981b0012f72a3f","OCC-2608NL26600840","524204","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2026-07-19T20:00:00Z","2026-09-18T19:59:59Z","Autre","Boyer entre Le Gardeur et Liège","Entrepreneur sous contrat avec la Ville de Montréal","FER-PAL CONSTRUCTION LTD.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-09-02T00:02:08Z",-73.62997064599035,45.54883852118172
"6a95c6688d981b0012f72767","OCC-2608SB26616786",,"Rivière-des-Prairies-Pointe-aux-Trembles","Travaux","Permis émis","2026-09-10T20:00:00Z","2026-09-11T19:59:59Z","Autre","Sherbrooke entre 8e et Saint-Jean-Baptiste","Organisation publique ou son sous-traitant","Québecor Média Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00",,,"2026-09-02T00:02:08Z",-73.51452685312317,45.64232634318712
"69b155091379cd0012b4a9b4","OCC-2603KS15166551","445710","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2026-03-22T20:00:00Z","2026-10-01T19:59:59Z","Construction/rénovation avec excavation","De Castelnau entre Saint-Denis et Lajeunesse","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-03-20T00:01:41Z",-73.61695541781856,45.539759865806616
"69b1586a9ece830012ff13d5","OCC-2603PL15167042","445710","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2026-03-22T20:00:00Z","2026-10-01T19:59:59Z","Construction/rénovation sans excavation","Berri entre Jean-Talon et De Castelnau","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-03-20T00:01:41Z",-73.61652302519877,45.539634869625
"69b159ea9ece830012ff1434","OCC-2603EB15172836","445710","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2026-03-22T20:00:00Z","2026-10-01T19:59:59Z","Construction/rénovation avec excavation","Saint-Denis entre Jean-Talon et Faillon","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-03-20T00:01:41Z",-73.61758993407837,45.53866338724491
"69b15d579ece830012ff1503","OCC-2603JC15173243","445710","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2026-03-22T20:00:00Z","2026-10-01T19:59:59Z","Construction/rénovation avec excavation","Drolet entre Jean-Talon et Faillon","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-03-20T00:01:41Z",-73.6177063740364,45.53846954712032
"67c9dbd0c73b0c001ec441a0","OCC-2503IG05033438",,"Saint-Léonard","Travaux","Permis émis","2025-03-09T20:00:00Z","2028-01-01T18:59:59Z","Autre","Lacordaire entre Mans et Paimpol","Organisation publique ou son sous-traitant","Société de transports de Montréal (STM) Prolongement de la ligne bleue","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2025-03-08T00:01:14Z",-73.58540078253425,45.581677351750514
"69824d7cf9ce480012a94dcb","OCC-2602NA03094371",,"Ville-Marie","Travaux","Permis émis","2026-02-03T19:00:00Z","2028-01-11T18:59:59Z","Autre","Atateken entre Amherst et Amherst","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2026-02-06T00:01:45Z",-73.5579246211152,45.51791230981035
